text,sentiment,prep_processed_text
@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be ,anger,Lowkey forget twitter follow m gon na
@andrewspoooner wouldn't cross the street to piss on its server if it was on dire,fear,cross street piss server dire
Never a dull moment when talking to Nell ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‹,sadness,dull moment talk Nell
Forgot to plug the phone in overnight ,fear,forgot plug phone overnight
"@troyesivan I'm eating sushi, I'm shaking for you",fear,eat sushi shake
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully,fear,remember Joey slag England player bring book crap tournament crap player bully
@Cory_Bonini AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! @Vikings D is its strongest asset currently.,fear,AP productive week 1 1st half GB Kalil horrible D strong asset currently
@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,anger,Prudence suggest bump 2 3 week view skepticism medium HRC axis angry
When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife,fear,4yo go blast gothcore music anxiety amp listen 2 bcuz spooky sigh momlife
@hotpatooties more like quickie divorce ,fear,like quickie divorce
"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",anger,assure laughter increase anger cost arrogance Westminster
I need all your attention! If I don't I'll pout..,anger,need attention pout
When your rewatching glee and break down in tears all over again. ðŸ˜­ðŸ˜¢ #glee,joy,rewatche glee break tear glee
For those of you who I have footage of but didnâ€™t make it into this mixâ€”donâ€™t get discouraged! I ran out of room on the beat this week.,sadness,footage didnaEUR t t discourage run room beat week
#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria  #race #riots #GasCrisis2016 #NoDAPL #rape,fear,AnthonyWeiner distraction go selection election Syria race riot GasCrisis2016 nodapl rape
@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered #awful,fear,stick runway divert Fargo continuously tell 10 min past 4 hour food water offer awful
"Because it was a perfect illusion, but at least now I know what it was.  #ladygaga #iscalming#mysoul",anger,perfect illusion know ladygaga iscalmingmysoul
Ffs dreadful defending,sadness,ffs dreadful defend
Twitter is a font of endless hilarity.,joy,Twitter font endless hilarity
If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees #awful,fear,care like state seriously address sensitivity training employee awful
broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,fear,broken policy blasio trump giuliani break window peck order bully politic america resist motto
@NativeApprops @SBShear @HuffingtonPost Shew. That was ,fear,Shew
"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys?  #customerservice #2hour #waittime",fear,3 tmobile store original note7 customer zero result go guy customerservice 2hour waittime
Nawaz Sharif's UN should start #à¤¸à¤¤à¥à¤¯_à¤¬à¥‹à¤§_à¤¯à¤¾à¤¤à¥à¤°à¤¾ as after all his #UNGA speech has awaken the world about their role in sponsoring ,fear,Nawaz Sharif UN start deg UNGA speech awaken world role sponsor
Profit are from 5-20% per day to 100-300% per month.Don't hesitate to contact us for the more results! info@fxventury.com,fear,profit 5 20 day 100 300 month hesitate contact result
i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸ #fuming,anger,watch grey anatomy Shonda Rimes take away OG fume
The American Idiot record turns twelve today it changed my preppy middle school heart into a desolate punk rock desert I am forever grateful,sadness,American Idiot record turn today change preppy middle school heart desolate punk rock desert forever grateful
We stayed up all night long\nMade our drinks too strong\nFeeling ten feet tall\nRopes swinging into the water\nIn the middle of the night,sadness,stay night drink foot swinging middle night
The Quarterback' wrecks me every time.. #glee,joy,Quarterback wreck time glee
Thank you @twitter for the balloons today.  #goodday #48,joy,thank balloon today goodday 48
Awareness of time is awareness of time lost. #awareness #time ,sadness,awareness time awareness time lose awareness time
#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown,anger,disgracefulesin resent man way reason esinscountdown
Need a new outlet for #rage,anger,need new outlet rage
Just want Saturday to be over but then again I want to do good #LSAT ,fear,want Saturday want good lsat
Today is the first time any math professor let us live early before the class time !!! #15 min #feelsgood #happy #wednesday #,joy,today time math professor let live early class time 15 min feelsgood happy wednesday
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! #fuming,anger,yes helpful need sort asap promise stuff happen fume
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning...  #books #reading,joy,time hit library lovely pile book reservation collect morning book read
@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?,anger,point voting Trump push piece board game like angry toddler wreck everybody
"thank you for your concern, computer, but my last name isn't misspelled, it's just weird",fear,thank concern computer misspell weird
"@CCTakato at least in crystal every part of it is portrayed as being WRONG, the dark atmosphere, the fact that mamoru is brainwashed",sadness,crystal portray wrong dark atmosphere fact mamoru brainwash
Omg he kissed herðŸ™ˆ #shy #w,fear,Omg kiss herdy shy w
@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def better!,joy,oh INC talk loot say BJP pure hilarious irony def well
Go follow #beautiful #Snowgang â™¥@Amynicolehill12 â™¥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday,joy,follow beautiful Snowgang a a princess fitness bodyposi haircut smile Whitegirlwednesday
Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10  #killme,fear,ugh want punch wall time use 10 literally bad product windows10 killme
Watch this amazing live.ly broadcast by @iamjustinburke  #musically,joy,watch amazing broadcast musically
@RiotzXVl papercuts sting and stub ur toe last for like 10 secs,anger,papercut sting stub ur toe like 10 sec
"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol ",fear,polish nail find polish remover look like 3yr old polished nail lol
"@darryella it doesn't chip and it doesn't get dull. Nails gone be looking perfect the whole time, except they gone be grown out ðŸ˜‚",sadness,chip dull nail gone look perfect time gone grow
@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds ,joy,try ask cheeseburger onion amp mustard McDonalds
Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday  #politeness,anger,anger cheap politeness expensive expect everybody polite ThoughtfulThursday politeness
"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone ",fear,bloody hell Pam calm swear black amp hairy run carpet perilsoflivingalone
@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay,anger,need people hog machine use 3 machine time notfair whypay
Look forward to the detours because they bring delightful surprises. #lifequote ,joy,look forward detour bring delightful surprise lifequote
"#EpiPen: when public outrage occurs, expand #PAP Patient Assistance Progrm, coupons,rebates .@GOPoversight @OversightDems on #Mylan #Epipen",anger,EpiPen public outrage occur expand PAP Patient Assistance Progrm coupon rebate Mylan Epipen
Just put the winter duvet on â˜ƒï¸â„ï¸ðŸŒ¬â˜”ï¸ #serious,sadness,winter duvet
@bodwell_james did it not just enliven your soul,joy,enliven soul
Thursdays at 6pm Vespers &amp; Meditation #prayerful #plainsong #multisensory #candles #incense #psalms #music #silence #faithful sing or listen,anger,thursday 6 pm Vespers amp Meditation prayerful plainsong multisensory candle incense psalm music silence faithful sing listen
@Zerfash â€” can't wait.' She said cheerfully and grinned.,joy,aEUR wait say cheerfully grin
"To insure good health: Eat lightly, breathe deeply, live moderately, cultivate cheerfulness, and maintain an interest in life.",joy,insure good health eat lightly breathe deeply live moderately cultivate cheerfulness maintain interest life
"@Cigna bows out for the moment. Rather than sulk, I'm going to @UCSF for an opinion from the guys studying #Oligodendroglioma. âœŒï¸&amp; â¤ï¸ &amp; ðŸ©'s",sadness,bow moment sulk go opinion guy study Oligodendroglioma amp dy
@Morning_Joe @JoeNBC @mikebarnicle Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.,fear,Trump say refugee situation terrorism quality life note
"I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer.",sadness,know pretend sad angelina brad know dumb ass stay jennifer
@keyshamackie it's fucking dreadful for live footy matches,sadness,fuck dreadful live footy match
"@healeyraine I'm offended, I actually am",anger,offend actually
Maybe @SamHeughan can send me good luck on my job interview tomorrow. #nervous ðŸ˜³,fear,maybe send good luck job interview tomorrow nervous
How had Matty Dawson not scored there!!!!! ,fear,Matty Dawson score
"@GoPro your UX online is appalling! No clear save button, not being able to use any generic TLD's #unhappy",sadness,UX online appalling clear save button able use generic TLD unhappy
"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. ",joy,hey u know Channel 4 version GBBO actually good advert end world
"myself that despite the absolute delight my children and I would feel having a kitten in our home, the misery my husband would feel is more.",joy,despite absolute delight child feel have kitten home misery husband feel
@Melanie_Pierce @HunterHayes awe ain't he a sweetheart? He's adorable! ðŸ˜ŠðŸ˜â¤ï¸,fear,awe ai sweetheart adorable
@jadelalaa_ hahaha and u da best bro ever luv u hearty hearts,joy,hahaha u da good bro luv u hearty heart
An @amityaffliction kind of drive home from work today #nightmare #dailyfeels,fear,kind drive home work today nightmare dailyfeel
@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? ,anger,play game John Elway sack 3x fumble 3x John elway know
Currently listening to @ScottFoxonair &amp; @KatCallaghan @Z1035Toronto podcasts!! Can you guys please move to #yvr ?  #missyou,joy,currently listen amp podcast guy yvr missyou
@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon,sadness,people negativity fill inside m happy gloomy world like u exist Namjoon
Who knew softballs could sting so bad? Jimmy Fallon has been under a lot of heat for his &amp;ldquo;softball&amp;rdquo; Donald Trump interview,anger,know softball ste bad Jimmy Fallon lot heat Donald Trump interview
"Y'all really insult coz of soccer???  Lmao, wow!!!!!!",anger,insult coz soccer Lmao wow
My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!ðŸ˜¢ðŸ’žðŸ˜©,sadness,nephew see frown face tell beautiful
The more I watch this documentary on @Channel4 the more I think @Airbnb is more a #nightmare than dream #dreamornightmare,fear,watch documentary think nightmare dream dreamornightmare
Don't wanna go to work but I want the money #sad,sadness,wanna work want money sad
the thought of you gets me through my day. the thought of your smile never fails at making me smile ðŸ’š,joy,thought get day thought smile fail make smile
I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.,anger,find till today bff tell disgusted offend
What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success,fear,important thing need accomplish today onlinemarkete solopreneur start success
@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --,anger,know trust word soft ignore anger focus hurt beneath know screw
"I'm so proud he understands this, he shows love, thought and compassion    and it's not done in a clouded way..",sadness,proud understand show love think compassion clouded way
"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. ",fear,let fear hold want use power push goal fear action
"@coalese ðŸ˜‚ðŸ˜‚ðŸ˜‚. Sure half these stars get together,break up,have affairs,let porn vids slip out,fight,ect etc all to up there ratings. #sad ðŸ˜‚",sadness,sure half star break affair let porn vid slip fight ect etc rating sad
Wow the #Denver housing market is #depressing no places to buy in my range ðŸ˜¢ #FML,sadness,wow Denver housing market depress place buy range FML
"Next month we'll be running overcoming #lowmood, overcoming #worry and improving #wellbeing courses in #Louth. Self refer on 0303 123 4000",fear,month run overcome lowmood overcome worry improve wellbee course Louth Self refer 0303 123 4000
That old lady is cray cray #scared #BellaIsSoCute  #Empire,fear,old lady cray cray scare bellaissocute empire
That is at least the 3rd time the balls been burst in our games,anger,3rd time ball burst game
Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO,anger,Candice pout get preposterous week week go bit Jack Nicholson Joker gbbo
"her fingers slide along your thighs, caressing the skin before she's leaning down, down, down and the first lick is teasing n playful.",joy,finger slide thigh caress skin lean lick tease n playful
"@frecklybellamy the walking dead, mr robot, american horror story, merlin",fear,walking dead mr robot american horror story merlin
@aidankerrpol I think you should do. Get the fashion police involved. #shocking,fear,think fashion police involve shocking
a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +,fear,panic attack real fan make mad like nt word explain people
@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool ,fear,receive order amp chip cooked amp half raw usually good meal notcool
@Olajide_Shutti lmaoo. It will be a joyful day.,joy,lmaoo joyful day
I just don't understand why everyone is so #angry we all just want to live and thrive don't we?,anger,understand angry want live thrive
@corruptmelon now im feeling the ,fear,m feel
Every single problem we ever face can be solved with a nice blend patience and optimism,joy,single problem face solve nice blend patience optimism
The current run of superman continues to be a delight! You can feel the love poured into it by everone on the creative team #superman,joy,current run superman continue delight feel love pour everone creative team superman
@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software ,fear,unsubscribe 3 time spam email come stop emails avanqu software
"cluck cluck cluck, wolf wolf wolf , chirp chirp chirp is all I ever hear.",joy,cluck cluck cluck wolf wolf wolf chirp chirp chirp hear
my wasp sting is so itchy,anger,wasp sting itchy
Somehow 90% of the sausage in this pasta I made sunk to the bottom so I'm eating sausage with a tiny bit of leftover pasta,sadness,90 sausage pasta sink eat sausage tiny bit leftover pasta
@officialShaky 'Operation Echoes' is gathering momentum ... #tense  #feelsick #excited,fear,Operation Echoes gather momentum tense feelsick excited
"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",fear,hello big bully crocodile tear bully act like offended victim
Val is far too cheery for my liking âœ‹ðŸ»,joy,Val far cheery like
#RIPKara i could have seen her at a local mall or any school football games. im disheartened,sadness,ripkara see local mall school football game m dishearten
Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror,fear,howl moon Wednesday 28th free double feature SILVER BULLET CURSED horror
"Do not despise the Lord â€™s #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs 3:11-12",anger,despise Lord aEUR s discipline resent rebuke Lord discipline love Proverbs 12
You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,anger,complain time wonder people want acc rile Stfuuu
@Callidissima @ahouseingotham wrath of khan is one of the best movies of all time,anger,wrath khan good movie time
@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. #nervous,fear,trouble think Rev funny project nervous
HMS Pinafore' time.\n\nI need some mirth.,joy,HMS Pinafore need mirth
"All this from a cigarette burning in Laura's hand, the angle of her chin, the purse of her lips.'(104) Gorgeous transition!@laurengrodstein",anger,cigarette burn Laura hand angle chin purse lip gorgeous
"@Spacekatgal @outmagazine Its okay to be trans just rejoice with the trans in the trans way. By the way it's not your business, so why care?",joy,okay tran rejoice tran trans way way business care
Huns are like a box of coffee revels #horrible,fear,hun like box coffee revel horrible
@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves,sadness,commit crime soul sober ppl know good bad
My baskets are better when I'm in a bad mood someone irritate me before practice please,anger,basket well bad mood irritate practice
"â€œHe who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.â€\nP16:32 #bibleverse #pride #anger",anger,aEURoeHe slow anger well mighty rule spirit take bibleverse pride anger
My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible,fear,bus car crash shake bit week absolute horror icing cake terrible
Lot 100 would give Ghandi road rage,anger,lot 100 Ghandi road rage
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! ,anger,apparently contact Sofas mean deliver today old one go sit floor sofas
will i ever get the nerve to quit the restaurant ??? find out tonite on glee!,joy,nerve quit restaurant find tonite glee
"Tired of people pretending Islam isn't one of the most misogynistic religions, it's no coincidence Muslim countries are terrible for women.",fear,tired people pretend Islam misogynistic religion coincidence muslim country terrible woman
Skipping meals is the national way of showing #disappointment and #anger. #wiz,anger,skip meal national way show disappointment anger wiz
Made my night that @GordonReid91 Reid was included in tonight's hilarity. Some of those points were brilliant. Thanks @andy_murray,joy,night Reid include tonight hilarity point brilliant thank
"Niggas murking in each other. In murky water, I try to swim.",sadness,nigga murk murky water try swim
Don't get #bitter get #BETTER,anger,bitter well
Isn't the whole 'it's been hijacked' argument the same argument used to ban or discourage the display of the St George's Cross? Shame @LBC,sadness,hijack argument argument ban discourage display St George Cross shame
Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...,anger,inpoure letter die subsist check quaint virtuoso way fine huff l
Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror,fear,watch Paranormal Activity Ghost Dimension sure feel horror
@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage,anger,47 unarmed black kill white cop 2015 die month Chicago s outrage
"@_haye_ optimism is he'll lose, that's actually a compromise :P",joy,optimism lose actually compromise
Intermit animated^%%%ncaa pittsburgh vs mississippi sprightly shiny bbva level peg varsity football telly scra...,joy,intermit pittsburgh vs mississippi sprightly shiny bbva level peg varsity football telly scra
@xxnogard_G88 Welcome to the  dark honey !,sadness,welcome dark honey
@SueWallace78 peanut butter???? You some kinda pervert?? #awful,fear,peanut butter kinda pervert awful
@rickygervais my first time in Slough so checked out the new station floor  #LifeOnTheRoad,sadness,time Slough check new station floor lifeontheroad
"@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long...",anger,yeah receive fine today furious currently appeal member long
@JonathanHatfull Iâ€™ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.,sadness,iaEUR ll look forward hope lot stetson tilting rueful look whiskey glass
Are you serious??,sadness,
@PatBlanchfield so you mean â€œlike Uber but for despair for someone other than the driver',fear,mean aEURoelike Uber despair driver
"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work #furious #hangry #day5",anger,fuck suppose lunch dinner money work furious hangry day5
@edquinn63 how can you even forget to pick ur fave child up from school #offended,anger,forget pick ur fave child school offend
Condolences to the  JC and the Georges family.. ,sadness,condolence JC Georges family
15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga  #stretch,joy,15 minute yoga breakfast routine change day preparation sunriseyoga bodyawareness health yoga stretch
a #monster is only a #monster if you view him through ,fear,monster monster view
Watch this amazing live.ly broadcast by @ittzdevin  #musically,joy,watch amazing broadcast musically
Early morning cheerfulness can be extremely obnoxious #ALDUB62ndWeeksary,joy,early morning cheerfulness extremely obnoxious aldub62ndweeksary
@israelradioguy @WearingWelcome @SkipBaylessSux U blocking doesnt diminish the hilarity of his observation.Or your child-like response to it,joy,u block nt diminish hilarity observation child like response
Even a pencilâœ never #stayed  with me until it's #end âš« ðŸ˜ž,sadness,pencilaoe stay end as
@lethargytyler ehhh I guess. I want to everyone I've ever burst out laughing in front ofðŸ˜‚,anger,ehhh guess want burst laugh
All the fans wanted Man Utd at home in the next round...\nAre you cheering for Northampton or Man Utd right now?\n#lufc,joy,fan want Man Utd home round cheer Northampton Man Utd right
"@DxfyingGrxvity - that were rather forlorn, scanning the witches house before resting back on Elphie. 'The Grimmerie is gone.'",sadness,forlorn scan witch house rest Elphie Grimmerie go
@RoseTintMyWorId fucking hell mate absolute nightmare ðŸ˜“,fear,fucking hell mate absolute nightmare
@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the #laughter,joy,wonderful experience watch yesterday thankyou laughter
630am meeting Olympic House #10golds24 .  #relentless #neverquit #believe #dreambig #TeamTTO #going4gold,anger,630am meet Olympic House 10golds24 relentless neverquit believe dreambig teamtto going4gold
Follow up. Follow through. Be . #success,anger,follow follow success
"@keprdad  BTW, George W Bush left office in ,09. We have had terrific leadership under Barack Obama. Keep America Great.",fear,btw George W Bush leave office 09 terrific leadership barack Obama America Great
@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.),fear,long ago shudder think
@philjame5 @spoke_bros wow! that looks bright,joy,wow look bright
I really wanna go to fright fest ðŸ˜©,fear,wanna fright f
"@chenaidavid easy, breezy, beautiful rasta mon",joy,easy breezy beautiful rasta mon
"We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? #ImWithHer",fear,stop racism overnight gun violence terrorism literally stop Trump overnight like let imwithher
"My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home",sadness,house nt mess friend come mess twitter problem like friend filthy home
Currently unfollowing anything relating to disneyworld or Florida! #holidayblues #depressing #wantogoback ðŸ˜­ðŸ’”,sadness,currently unfollowe relate disneyworld Florida holidayblue depress wantogoback
"With a jovial Trump on his ass, Don King just publicly told a crowd that 'We need [him] because you will always be a nigger.'  #FuckTrump",joy,jovial Trump ass Don King publicly tell crowd need nigger FuckTrump
An absolutely dire first half and I can't recall a shot on target. \n\nAgainst Accrington Stanley.,fear,absolutely dire half recall shot target Accrington Stanley
Jeans with fake pockets ,fear,jean fake pocket
@IMKristenBell @lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film,sadness,pine nut Chestnut peanut wait wrong film
"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay???  #wasteofmoney",fear,finally start homefronttherevolution story gameplay wasteofmoney
Michelle is one of the worst players in bb history #bb18 #bbfinale ,anger,Michelle bad player bb history bb18 bbfinale
@drunkejt almost all of my mutuals intimidated me at some point or still do,fear,mutual intimidate point
"All clouded out.\n\n Considering using a camera, 1) star trails 2) eyepiece projection.",sadness,cloud consider camera 1 star trail 2 eyepiece projection
"Riding at night has got to be one of the most exhilarating, refreshing things I have ever done.",joy,ride night get exhilarating refresh thing
I just love it when people make plans for me without actually including me in this process ,anger,love people plan actually include process
Now I'm back at @wxpnfm and am elated to record @mannequinpussy fucking shit up in our studio this evening.,joy,elated record fucking shit studio evening
"He showed us a really lively performance, with a lot of different emotions, not just sticking to one. And that's freaking awesome.",joy,show lively performance lot different emotion stick freak awesome
"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-",anger,heart leave long pout turn kid
@Matalan when the lady in Xmas dept answers your call as 'hello mrs Xmas' yep true story #winning #Xmas #cheer #goodcustomerservice â¤ ðŸ“žðŸ‘ðŸ˜Š,joy,lady Xmas dept answer hello mrs Xmas yep true story win Xmas cheer goodcustomerservice
@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :),sadness,aw problem feel like speak feel want overcome discourage
"If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' Sherlock Holmes",joy,assure eventual destruction interest public cheerfully accept Sherlock Holmes
"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood ",fear,room 101 Russell Howard Tom Odell Michael Buble pant nogood
@UnknownAndYoung â€” a low growl escaping him. Oh oh.,anger,aEUR low growl escape oh oh
Thought the Xbox one s madden bundle would come with a physical copy of madden not a codeðŸ˜´ it's gonna take fucking forever to download lol,anger,think Xbox s madden bundle come physical copy madden gon na fucking forever download lol
@madisenrb she's so sweet &amp; playful ðŸ˜,joy,sweet amp playful
Alt-J - Hunger of the pine.,sadness,alt J Hunger pine
@GreensACT @ShaneRattenbury @carolinelec what about #publictransport to &amp; from #CanberraAirport. Most cities have. Mr Barr very #coy on.,fear,publictransport amp CanberraAirport city Mr Barr coy
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. ,joy,Finn singing fight feeling shower spy good scene
I'm too sober time to get shit faced,sadness,sober time shit face
Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. ,fear,watch Paranormal Activity Ghost Dimension sure feel
Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?,anger,miss fact BurkeRamsey swung sister JonBenet face golf club previously fit anger
I take a strange delight from seeing mark Hughes struggle,joy,strange delight see mark Hughes struggle
I wouldn't wish anxiety and depression even on the worst of people. It's not fun. #anxiety #depression,sadness,wish anxiety depression bad people fun anxiety depression
Im so angry ðŸ˜‚ðŸ™ƒ,anger,m angry f
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",anger,join phone talk rude take money acc willynilly
I screened my own snap what kind of narcissistic ass would smh,anger,screen snap kind narcissistic ass smh
@BigBrother__USA she is just jealous and a cry baby!  #gladsheisgone #crybaby,anger,jealous cry baby gladsheisgone crybaby
My little sister sure can hold a grudge ðŸ˜‚ðŸ˜‚ðŸ˜‚,anger,little sister sure hold grudge
@TxDMV @ArkansasBBB i filled out the report on #baitswitch by @Carvana lets go get them fines levied. #badbusiness #honoryourdeal #unhappy,sadness,fill report baitswitch let fine levy badbusiness honoryourdeal unhappy
New madden kicking ðŸš®,anger,new madden kick dYs
@CSTrey4 thanks brotein shake ðŸ˜ˆðŸ˜ˆðŸ˜ˆ,fear,thank brotein shake
"How is that in 2016, a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam ",fear,2016 757 airplane WiFi ridiculous AmericanAirlines americanairlinessuck aateam
"After becoming boiling hot, after slowly melting, my heart is frozen.",anger,boil hot slowly melt heart freeze
@TouchPH  The solution is to punish the criminals. That's the only way to discourage crime. or the circle will continue.,sadness,solution punish criminal way discourage crime circle continue
Feels grim not having your nails done,sadness,feel grim have nail
"@CestLouLeLoup okay, not dead, but if I were, I'd come back to lovingly haunt your sweet asses",fear,okay dead come lovingly haunt sweet ass
"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. #sad",sadness,know man assume heated argument penis sad
"How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself",fear,fuck live life admire everybody win afraid try
@RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS,sadness,fight racist girl stay GAVC kick BS
@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything ,fear,preordere Pale EP pay phone freak say
Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad,sadness,Patti sad stamp run sofa plenty love affection usual sad
Get to work and there's a fire drill. #fire #burning #outthere #inthedark,anger,work fire drill fire burn outthere inthedark
"@WyoWiseGuy @LivingVertical however, REI did offer me the job today as well. Can't believe how exponentially freaking joyous I feel...!!!",joy,REI offer job today believe exponentially freak joyous feel
Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert #happy,joy,untill today say remember 7 year ago meet n like cutealert happy
"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any  #sexism",fear,plus point wo queue loo plus point nope think sexism
Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq,sadness,Refuge Recovery Boston Weds 9 pm heal support addiction recovery buddhism meditation sober cambma meeting harvardsq
"@SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it",anger,shameful display watch today leave reel anger dt feel like explode clown watch
How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue,sadness,brave young individual open depression anxiety help raise awareness
"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work #snap",anger,luck rest Fall go like today think go like season bestdayever magic work snap
